Unnamed: 0,Tanggal,Bibit (Batang),Pupuk (Kantong),Biaya Perawatan,Biaya Tenaga Kerja,Total Biaya
,2025-05-17,5000.0,1.0,1500000.0,1999998.0,4029998.0
